id_inquilino,horario,ritmo,animacion,nivel_educativo,cine,leer ,deporte ,mascotas,comida,dieta,fumador,visitas,orden,musica_tipo,musica_alta,plan_perfecto,instrumento
875,noche,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
876,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,no
877,mañana,madrugador,si,primaria,si,no,no,sin mascotas,cocinar,si,no,si,relajada,clasica,no,salir,si
878,noche,madrugador,no,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,pop,no,salir,no
879,mañana,madrugador,no,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,ordenada,reggaeton,no,casa,no
880,noche,nocturno,no,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
881,noche,nocturno,no,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,ordenada,clasica,si,casa,si
882,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
883,noche,madrugador,si,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,no
884,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
885,mañana,nocturno,no,secundaria,si,si,no,sin mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
886,noche,madrugador,si,universitaria,si,no,no,sin mascotas,pedir comida,si,si,si,ordenada,reggaeton,no,salir,si
887,noche,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
888,noche,nocturno,si,secundaria,si,si,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
889,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,clasica,si,salir,si
890,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
891,noche,nocturno,no,secundaria,si,no,no,con mascotas,cocinar,no,si,si,relajada,reggaeton,si,salir,si
892,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
893,noche,nocturno,no,primaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,si,casa,no
894,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,no
895,mañana,madrugador,no,universitaria,no,si,si,con mascotas,cocinar,no,no,no,ordenada,reggaeton,no,casa,no
896,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,no,salir,si
897,mañana,madrugador,si,primaria,si,no,si,con mascotas,cocinar,no,si,no,ordenada,rock,no,salir,no
898,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
899,noche,nocturno,no,primaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
900,mañana,nocturno,no,secundaria,si,si,si,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
901,noche,nocturno,si,secundaria,si,no,si,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
902,noche,madrugador,si,primaria,no,si,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,no,salir,si
903,mañana,madrugador,si,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,si
904,mañana,madrugador,si,secundaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,salir,no
905,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,si,si,relajada,clasica,si,casa,no
906,mañana,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,no,casa,no
907,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,relajada,clasica,no,salir,si
908,mañana,nocturno,no,primaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
909,mañana,nocturno,no,primaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
910,noche,madrugador,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,casa,si
911,mañana,madrugador,si,secundaria,si,si,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,no
912,noche,madrugador,si,primaria,si,no,si,con mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
913,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,no
914,mañana,nocturno,no,primaria,si,no,si,sin mascotas,cocinar,si,no,si,ordenada,rock,no,salir,no
915,noche,nocturno,no,secundaria,no,si,si,sin mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
916,mañana,madrugador,no,primaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
917,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
918,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,no,ordenada,pop,si,salir,si
919,noche,nocturno,si,secundaria,no,si,si,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,no
920,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
921,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,no,casa,no
922,noche,nocturno,si,universitaria,si,si,no,con mascotas,cocinar,si,no,no,relajada,clasica,si,salir,si
923,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,no,salir,no
924,noche,nocturno,si,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,rock,si,salir,si
925,noche,nocturno,no,primaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
926,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,rock,no,casa,no
927,mañana,nocturno,si,primaria,no,si,si,sin mascotas,cocinar,no,no,si,ordenada,reggaeton,no,salir,si
928,noche,nocturno,si,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
929,mañana,madrugador,si,secundaria,no,no,si,con mascotas,pedir comida,no,no,no,relajada,rock,no,salir,no
930,noche,madrugador,no,secundaria,si,si,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,no
931,mañana,madrugador,si,secundaria,no,no,no,con mascotas,cocinar,no,si,no,ordenada,clasica,no,casa,no
932,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
933,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,no
934,noche,madrugador,no,secundaria,si,no,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,no
935,mañana,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,clasica,si,casa,no
936,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
937,mañana,madrugador,si,universitaria,no,si,no,sin mascotas,cocinar,no,no,no,ordenada,clasica,si,casa,si
938,mañana,madrugador,no,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
939,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
940,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
941,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,ordenada,clasica,si,salir,si
942,mañana,madrugador,si,universitaria,si,si,si,sin mascotas,pedir comida,no,no,no,relajada,reggaeton,no,casa,no
943,noche,nocturno,si,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
944,noche,madrugador,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
945,mañana,nocturno,si,primaria,no,no,no,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,si
946,noche,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,no
947,mañana,nocturno,no,secundaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,reggaeton,no,casa,si
948,mañana,nocturno,si,primaria,no,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
949,noche,madrugador,si,primaria,no,si,si,con mascotas,cocinar,no,no,no,relajada,rock,si,casa,no
950,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
951,mañana,nocturno,no,secundaria,si,no,si,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,salir,no
952,noche,nocturno,no,secundaria,si,si,no,sin mascotas,pedir comida,si,no,si,ordenada,clasica,si,salir,si
953,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,salir,no
954,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
955,mañana,madrugador,si,universitaria,no,si,no,sin mascotas,cocinar,no,no,no,relajada,pop,no,salir,no
956,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
957,noche,nocturno,no,primaria,si,si,no,sin mascotas,pedir comida,si,si,no,relajada,rock,si,salir,si
958,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,no
959,noche,madrugador,si,universitaria,no,si,no,con mascotas,pedir comida,no,no,si,ordenada,reggaeton,no,salir,si
960,noche,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
961,noche,madrugador,no,secundaria,si,si,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
962,noche,nocturno,no,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,no
963,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,no,casa,no
964,noche,madrugador,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
965,noche,nocturno,si,universitaria,no,si,si,con mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
966,mañana,madrugador,no,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
967,noche,madrugador,no,primaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
968,mañana,madrugador,no,universitaria,si,no,no,sin mascotas,cocinar,si,no,no,ordenada,pop,no,casa,si
969,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,casa,si
970,noche,nocturno,no,secundaria,no,si,no,sin mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
971,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,si
972,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
973,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
974,noche,madrugador,no,secundaria,si,si,si,con mascotas,cocinar,no,si,no,relajada,reggaeton,si,casa,si
975,noche,nocturno,no,primaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
976,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
977,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,ordenada,pop,si,casa,si
978,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,rock,no,casa,si
979,noche,nocturno,si,secundaria,no,si,no,sin mascotas,pedir comida,no,no,si,relajada,reggaeton,no,salir,no
980,noche,madrugador,si,universitaria,si,si,no,con mascotas,cocinar,si,si,si,ordenada,clasica,no,salir,si
981,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
982,mañana,nocturno,si,universitaria,no,si,si,sin mascotas,cocinar,si,no,si,relajada,pop,no,casa,no
983,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
984,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,no,si,ordenada,rock,si,casa,no
985,noche,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,si
986,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,si,casa,no
987,noche,madrugador,no,universitaria,si,no,si,sin mascotas,pedir comida,no,si,si,relajada,rock,si,casa,no
988,mañana,nocturno,no,universitaria,si,no,no,sin mascotas,cocinar,no,no,si,ordenada,clasica,si,salir,si
989,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,ordenada,pop,no,casa,no
990,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
991,noche,madrugador,si,primaria,no,no,no,sin mascotas,cocinar,si,si,no,ordenada,rock,no,casa,no
992,noche,nocturno,no,universitaria,si,no,si,con mascotas,cocinar,no,no,no,relajada,pop,si,casa,no
993,noche,nocturno,no,universitaria,si,si,si,con mascotas,cocinar,si,no,si,ordenada,pop,si,salir,si
994,mañana,madrugador,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
995,mañana,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
996,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,ordenada,reggaeton,no,casa,no
997,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
998,noche,madrugador,si,secundaria,si,no,no,con mascotas,pedir comida,no,si,no,ordenada,reggaeton,si,casa,si
999,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,rock,si,salir,no
1000,mañana,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
1001,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,si,no,si,relajada,pop,no,casa,no
1002,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,no
1003,mañana,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
1004,noche,nocturno,no,universitaria,si,si,no,sin mascotas,cocinar,si,si,si,relajada,clasica,si,salir,si
1005,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,pedir comida,no,si,no,ordenada,pop,no,salir,no
1006,mañana,madrugador,si,primaria,no,no,si,con mascotas,pedir comida,si,si,si,ordenada,rock,no,salir,no
1007,noche,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,no
1008,noche,nocturno,si,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
1009,noche,nocturno,no,secundaria,no,no,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,no
1010,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,pop,si,casa,si
1011,noche,nocturno,si,secundaria,si,si,si,con mascotas,pedir comida,no,si,si,relajada,clasica,si,salir,si
1012,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
1013,mañana,madrugador,si,primaria,no,si,no,sin mascotas,cocinar,no,no,si,ordenada,rock,si,casa,no
1014,noche,nocturno,no,universitaria,si,no,no,con mascotas,cocinar,si,si,si,relajada,rock,si,salir,si
1015,mañana,madrugador,no,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
1016,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,no,si,ordenada,rock,si,salir,no
1017,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,si,casa,no
1018,mañana,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
1019,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
1020,mañana,madrugador,no,universitaria,si,si,no,sin mascotas,pedir comida,no,si,si,ordenada,clasica,si,salir,si
1021,noche,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
1022,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
1023,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
1024,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
1025,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,no,no,relajada,clasica,si,salir,si
1026,noche,nocturno,no,universitaria,si,si,si,con mascotas,cocinar,no,si,si,relajada,clasica,si,casa,si
1027,mañana,madrugador,no,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
1028,mañana,nocturno,si,primaria,si,no,no,sin mascotas,cocinar,no,si,no,ordenada,rock,no,casa,no
1029,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,relajada,rock,no,casa,no
1030,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,no,casa,no
1031,mañana,madrugador,si,universitaria,no,no,no,con mascotas,cocinar,si,no,no,ordenada,pop,si,casa,no
1032,mañana,madrugador,si,primaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,si
1033,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,si
1034,mañana,nocturno,si,universitaria,no,no,no,sin mascotas,pedir comida,si,no,no,ordenada,pop,no,casa,no
1035,noche,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
1036,noche,nocturno,no,secundaria,si,no,si,con mascotas,pedir comida,no,no,no,relajada,clasica,si,salir,si
1037,mañana,nocturno,si,universitaria,no,no,no,sin mascotas,pedir comida,si,no,si,ordenada,rock,no,casa,no
1038,noche,madrugador,no,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,no
1039,noche,nocturno,no,universitaria,si,si,no,con mascotas,cocinar,si,si,si,ordenada,clasica,no,salir,si
1040,noche,madrugador,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
1041,noche,nocturno,si,secundaria,no,si,si,con mascotas,pedir comida,no,no,si,ordenada,reggaeton,si,casa,si
1042,noche,nocturno,no,universitaria,si,no,si,con mascotas,pedir comida,si,si,si,relajada,pop,no,salir,si
1043,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,clasica,no,salir,no
1044,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,si,si,no,ordenada,rock,no,casa,no
1045,mañana,nocturno,no,universitaria,si,si,no,con mascotas,cocinar,si,no,si,relajada,clasica,si,casa,si
1046,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,si,no,no,relajada,rock,si,casa,no
1047,mañana,madrugador,si,primaria,si,no,no,sin mascotas,pedir comida,si,no,si,ordenada,rock,no,salir,no
1048,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,si
1049,noche,madrugador,si,secundaria,no,no,no,con mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
1050,noche,nocturno,si,secundaria,si,no,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
1051,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
1052,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
1053,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,no,casa,no
1054,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,reggaeton,no,casa,si
1055,noche,madrugador,no,universitaria,si,no,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
1056,noche,nocturno,si,secundaria,no,no,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,no,salir,si
1057,mañana,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
1058,mañana,madrugador,si,primaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
1059,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,casa,si
1060,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,no,casa,no
1061,mañana,madrugador,no,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,no,casa,no
1062,mañana,madrugador,si,primaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,no,salir,no
1063,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
1064,noche,nocturno,si,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
1065,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
1066,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,no
1067,mañana,nocturno,no,primaria,si,si,si,con mascotas,cocinar,si,no,si,relajada,reggaeton,si,salir,si
1068,noche,madrugador,si,primaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,si,casa,no
1069,noche,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,si,salir,no
1070,noche,nocturno,si,universitaria,no,si,si,sin mascotas,cocinar,no,no,si,ordenada,pop,no,casa,no
1071,noche,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,rock,si,salir,si
1072,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,casa,si
1073,noche,madrugador,si,universitaria,si,si,si,sin mascotas,cocinar,si,si,si,ordenada,clasica,si,salir,si
1074,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
1075,noche,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,si,no,no,relajada,clasica,no,casa,no
1076,mañana,madrugador,si,universitaria,no,no,si,con mascotas,pedir comida,no,no,no,relajada,pop,no,casa,no
1077,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,clasica,no,salir,no
1078,noche,nocturno,si,secundaria,no,si,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,si
1079,mañana,madrugador,si,universitaria,no,si,si,sin mascotas,cocinar,no,no,si,relajada,rock,no,casa,no
1080,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,ordenada,clasica,si,salir,si
1081,noche,nocturno,no,secundaria,si,si,no,sin mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,no
1082,noche,madrugador,si,universitaria,no,si,si,sin mascotas,cocinar,no,no,si,ordenada,pop,no,casa,si
1083,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,no,salir,no
1084,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,no,salir,si
1085,noche,nocturno,no,universitaria,no,no,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,casa,si
1086,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,no,relajada,clasica,no,casa,si
1087,mañana,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
1088,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,si,salir,no
1089,mañana,madrugador,si,secundaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
1090,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,ordenada,pop,no,salir,si
1091,noche,nocturno,no,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,relajada,pop,si,casa,si
1092,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,si,ordenada,rock,no,casa,si
1093,noche,madrugador,si,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,no
1094,noche,madrugador,si,secundaria,no,si,si,sin mascotas,cocinar,si,no,no,ordenada,pop,no,casa,no
1095,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,no,ordenada,clasica,si,salir,si
1096,noche,nocturno,no,secundaria,no,no,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
1097,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,si,si,si,relajada,pop,no,casa,no
1098,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,no,no,relajada,reggaeton,si,salir,si
1099,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,relajada,pop,no,casa,no
1100,noche,madrugador,si,secundaria,si,si,si,sin mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
1101,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
1102,noche,madrugador,no,primaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,si
1103,noche,madrugador,no,secundaria,si,no,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
1104,noche,nocturno,no,primaria,si,no,si,con mascotas,cocinar,no,si,no,ordenada,rock,si,casa,no
1105,noche,nocturno,no,secundaria,si,no,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
1106,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,no,no,relajada,clasica,si,salir,no
1107,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,si
1108,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
1109,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
1110,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,casa,si
1111,noche,nocturno,si,primaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,clasica,si,salir,si
